Val_L;Val_R;R;G;B;Hex;Acronym;Level 1;Level 2;Level 3;Level4;Level 5;Level 6;Level 7;Level 8;Level 9;Level 10
903;2903;24;128;100;#188064;SSs6a;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;SS Somatosensory areas;SSs Supplemental somatosensory area;SSs6a Supplemental somatosensory area, layer 6a;;
904;2904;24;128;100;#188064;SSs6b;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;SS Somatosensory areas;SSs Supplemental somatosensory area;SSs6b Supplemental somatosensory area, layer 6b;;
346;2346;0;156;117;#009C75;GU;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;GU Gustatory areas;;;;
347;2347;0;156;117;#009C75;GU1;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;GU Gustatory areas;GU1 Gustatory areas, layer 1;;;
348;2348;0;156;117;#009C75;GU2-3;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;GU Gustatory areas;GU2-3 Gustatory areas, layer 2-3;;;
349;2349;0;156;117;#009C75;GU4;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;GU Gustatory areas;GU4 Gustatory areas, layer 4;;;
350;2350;0;156;117;#009C75;GU5;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;GU Gustatory areas;GU5 Gustatory areas, layer 5;;;
351;2351;0;156;117;#009C75;GU6a;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;GU Gustatory areas;GU6a Gustatory areas, layer 6a;;;
352;2352;0;156;117;#009C75;GU6b;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;GU Gustatory areas;GU6b Gustatory areas, layer 6b;;;
979;2979;17;173;131;#11AD83;VISC;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VISC Visceral area;;;;
980;2980;17;173;131;#11AD83;VISC1;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VISC Visceral area;VISC1 Visceral area, layer 1;;;
981;2981;17;173;131;#11AD83;VISC2-3;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VISC Visceral area;VISC2-3 Visceral area, layer 2-3;;;
982;2982;17;173;131;#11AD83;VISC4;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VISC Visceral area;VISC4 Visceral area, layer 4;;;
983;2983;17;173;131;#11AD83;VISC5;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VISC Visceral area;VISC5 Visceral area, layer 5;;;
984;2984;17;173;131;#11AD83;VISC6a;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VISC Visceral area;VISC6a Visceral area, layer 6a;;;
985;2985;17;173;131;#11AD83;VISC6b;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VISC Visceral area;VISC6b Visceral area, layer 6b;;;
87;2087;1;147;153;#019399;AUD;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AUD Auditory areas;;;;
88;2088;1;147;153;#019399;AUDd;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AUD Auditory areas;AUDd Dorsal auditory area;;;
89;2089;1;147;153;#019399;AUDd1;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AUD Auditory areas;AUDd Dorsal auditory area;AUDd1 Dorsal auditory area, layer 1;;
90;2090;1;147;153;#019399;AUDd2-3;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AUD Auditory areas;AUDd Dorsal auditory area;AUDd2-3 Dorsal auditory area, layer 2-3;;
91;2091;1;147;153;#019399;AUDd4;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AUD Auditory areas;AUDd Dorsal auditory area;AUDd4 Dorsal auditory area, layer 4;;
92;2092;1;147;153;#019399;AUDd5;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AUD Auditory areas;AUDd Dorsal auditory area;AUDd5 Dorsal auditory area, layer 5;;
93;2093;1;147;153;#019399;AUDd6a;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AUD Auditory areas;AUDd Dorsal auditory area;AUDd6a Dorsal auditory area, layer 6a;;
94;2094;1;147;153;#019399;AUDd6b;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AUD Auditory areas;AUDd Dorsal auditory area;AUDd6b Dorsal auditory area, layer 6b;;
1021;3021;1;147;153;#019399;VISlla;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AUD Auditory areas;AUDd Dorsal auditory area;VISlla Laterolateral anterior visual area;;
1022;3022;1;147;153;#019399;VISlla1;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AUD Auditory areas;AUDd Dorsal auditory area;VISlla Laterolateral anterior visual area;VISlla1 Laterolateral anterior visual area, layer 1;
1023;3023;1;147;153;#019399;VISlla2-3;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AUD Auditory areas;AUDd Dorsal auditory area;VISlla Laterolateral anterior visual area;VISlla2-3 Laterolateral anterior visual area, layer 2-3;
1024;3024;1;147;153;#019399;VISlla4;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AUD Auditory areas;AUDd Dorsal auditory area;VISlla Laterolateral anterior visual area;VISlla4 Laterolateral anterior visual area, layer 4;
1025;3025;1;147;153;#019399;VISlla5;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AUD Auditory areas;AUDd Dorsal auditory area;VISlla Laterolateral anterior visual area;VISlla5 Laterolateral anterior visual area,layer 5;
1026;3026;1;147;153;#019399;VISlla6a;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AUD Auditory areas;AUDd Dorsal auditory area;VISlla Laterolateral anterior visual area;VISlla6a Laterolateral anterior visual area, layer 6a;
1027;3027;1;147;153;#019399;VISlla6b;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AUD Auditory areas;AUDd Dorsal auditory area;VISlla Laterolateral anterior visual area;VISlla6b Laterolateral anterior visual area, layer 6b;
95;2095;1;147;153;#019399;AUDp;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AUD Auditory areas;AUDp Primary auditory area;;;
96;2096;1;147;153;#019399;AUDp1;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AUD Auditory areas;AUDp Primary auditory area;AUDp1 Primary auditory area, layer 1;;
97;2097;1;147;153;#019399;AUDp2-3;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AUD Auditory areas;AUDp Primary auditory area;AUDp2-3 Primary auditory area, layer 2-3;;
98;2098;1;147;153;#019399;AUDp4;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AUD Auditory areas;AUDp Primary auditory area;AUDp4 Primary auditory area, layer 4;;
99;2099;1;147;153;#019399;AUDp5;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AUD Auditory areas;AUDp Primary auditory area;AUDp5 Primary auditory area, layer 5;;
100;2100;1;147;153;#019399;AUDp6a;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AUD Auditory areas;AUDp Primary auditory area;AUDp6a Primary auditory area, layer 6a;;
101;2101;1;147;153;#019399;AUDp6b;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AUD Auditory areas;AUDp Primary auditory area;AUDp6b Primary auditory area, layer 6b;;
102;2102;1;147;153;#019399;AUDpo;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AUD Auditory areas;AUDpo Posterior auditory area;;;
103;2103;1;147;153;#019399;AUDpo1;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AUD Auditory areas;AUDpo Posterior auditory area;AUDpo1 Posterior auditory area, layer 1;;
104;2104;1;147;153;#019399;AUDpo2-3;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AUD Auditory areas;AUDpo Posterior auditory area;AUDpo2-3 Posterior auditory area, layer 2-3;;
105;2105;1;147;153;#019399;AUDpo4;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AUD Auditory areas;AUDpo Posterior auditory area;AUDpo4 Posterior auditory area, layer 4;;
106;2106;1;147;153;#019399;AUDpo5;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AUD Auditory areas;AUDpo Posterior auditory area;AUDpo5 Posterior auditory area, layer 5;;
107;2107;1;147;153;#019399;AUDpo6a;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AUD Auditory areas;AUDpo Posterior auditory area;AUDpo6a Posterior auditory area, layer 6a;;
108;2108;1;147;153;#019399;AUDpo6b;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AUD Auditory areas;AUDpo Posterior auditory area;AUDpo6b Posterior auditory area, layer 6b;;
109;2109;1;147;153;#019399;AUDv;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AUD Auditory areas;AUDv Ventral auditory area;;;
110;2110;1;147;153;#019399;AUDv1;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AUD Auditory areas;AUDv Ventral auditory area;AUDv1 Ventral auditory area, layer 1;;
111;2111;1;147;153;#019399;AUDv2-3;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AUD Auditory areas;AUDv Ventral auditory area;AUDv2-3 Ventral auditory area, layer 2-3;;
112;2112;1;147;153;#019399;AUDv4;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AUD Auditory areas;AUDv Ventral auditory area;AUDv4 Ventral auditory area, layer 4;;
113;2113;1;147;153;#019399;AUDv5;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AUD Auditory areas;AUDv Ventral auditory area;AUDv5 Ventral auditory area, layer 5;;
114;2114;1;147;153;#019399;AUDv6a;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AUD Auditory areas;AUDv Ventral auditory area;AUDv6a Ventral auditory area, layer 6a;;
115;2115;1;147;153;#019399;AUDv6b;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;AUD Auditory areas;AUDv Ventral auditory area;AUDv6b Ventral auditory area, layer 6b;;
972;2972;8;133;140;#08858C;VIS;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;;;;
973;2973;8;133;140;#08858C;VIS1;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VIS1 Visual areas, layer 1;;;
974;2974;8;133;140;#08858C;VIS2-3;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VIS2-3 Visual areas, layer 2-3;;;
975;2975;8;133;140;#08858C;VIS4;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VIS4 Visual areas, layer 4;;;
976;2976;8;133;140;#08858C;VIS5;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VIS5 Visual areas, layer 5;;;
977;2977;8;133;140;#08858C;VIS6a;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VIS6a Visual areas, layer 6a;;;
978;2978;8;133;140;#08858C;VIS6b;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VIS6b Visual areas, layer 6b;;;
993;2993;8;133;140;#08858C;VISal;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISal Anterolateral visual area;;;
994;2994;8;133;140;#08858C;VISal1;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISal Anterolateral visual area;VISal1 Anterolateral visual area, layer 1;;
995;2995;8;133;140;#08858C;VISal2-3;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISal Anterolateral visual area;VISal2-3 Anterolateral visual area, layer 2-3;;
996;2996;8;133;140;#08858C;VISal4;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISal Anterolateral visual area;VISal4 Anterolateral visual area, layer 4;;
997;2997;8;133;140;#08858C;VISal5;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISal Anterolateral visual area;VISal5 Anterolateral visual area, layer 5;;
998;2998;8;133;140;#08858C;VISal6a;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISal Anterolateral visual area;VISal6a Anterolateral visual area, layer 6a;;
999;2999;8;133;140;#08858C;VISal6b;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISal Anterolateral visual area;VISal6b Anterolateral visual area, layer 6b;;
1000;3000;8;133;140;#08858C;VISam;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISam Anteromedial visual area;;;
1001;3001;8;133;140;#08858C;VISam1;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISam Anteromedial visual area;VISam1 Anteromedial visual area, layer 1;;
1002;3002;8;133;140;#08858C;VISam2-3;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISam Anteromedial visual area;VISam2-3 Anteromedial visual area, layer 2-3;;
1003;3003;8;133;140;#08858C;VISam4;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISam Anteromedial visual area;VISam4 Anteromedial visual area, layer 4;;
1004;3004;8;133;140;#08858C;VISam5;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISam Anteromedial visual area;VISam5 Anteromedial visual area, layer 5;;
1005;3005;8;133;140;#08858C;VISam6a;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISam Anteromedial visual area;VISam6a Anteromedial visual area, layer 6a;;
1006;3006;8;133;140;#08858C;VISam6b;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISam Anteromedial visual area;VISam6b Anteromedial visual area, layer 6b;;
1007;3007;8;133;140;#08858C;VISl;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISl Lateral visual area;;;
1008;3008;8;133;140;#08858C;VISl1;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISl Lateral visual area;VISl1 Lateral visual area, layer 1;;
1009;3009;8;133;140;#08858C;VISl2-3;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISl Lateral visual area;VISl2-3 Lateral visual area, layer 2-3;;
1010;3010;8;133;140;#08858C;VISl4;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISl Lateral visual area;VISl4 Lateral visual area, layer 4;;
1011;3011;8;133;140;#08858C;VISl5;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISl Lateral visual area;VISl5 Lateral visual area, layer 5;;
1012;3012;8;133;140;#08858C;VISl6a;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISl Lateral visual area;VISl6a Lateral visual area, layer 6a;;
1013;3013;8;133;140;#08858C;VISl6b;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISl Lateral visual area;VISl6b Lateral visual area, layer 6b;;
1049;3049;8;133;140;#08858C;VISp;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISp Primary visual area;;;
1050;3050;8;133;140;#08858C;VISp1;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISp Primary visual area;VISp1 Primary visual area, layer 1;;
1051;3051;8;133;140;#08858C;VISp2-3;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISp Primary visual area;VISp2-3 Primary visual area, layer 2-3;;
1052;3052;8;133;140;#08858C;VISp4;grey Basic cell groups and regions;CH Cerebrum;CTX Cerebral cortex;CTXpl Cortical plate;Isocortex Isocortex;VIS Visual areas;VISp Primary visual area;VISp4 Primary visual area, layer 4;;
