Val_L;Val_R;R;G;B;Hex;Acronym;Level 1;Level 2;Level 3;Level4;Level 5;Level 6;Level 7;Level 8;Level 9;Level 10
1226;3226;204;204;204;#CCCCCC;mfsbshy;fiber_tracts fiber tracts;mfbs medial forebrain bundle system;mfsbshy hypothalamus related;;;;;;;
1219;3219;204;204;204;#CCCCCC;mfb;fiber_tracts fiber tracts;mfbs medial forebrain bundle system;mfsbshy hypothalamus related;mfb medial forebrain bundle;;;;;;
1320;3320;204;204;204;#CCCCCC;vlt;fiber_tracts fiber tracts;mfbs medial forebrain bundle system;mfsbshy hypothalamus related;vlt ventrolateral hypothalamic tract;;;;;;
1258;3258;204;204;204;#CCCCCC;poc;fiber_tracts fiber tracts;mfbs medial forebrain bundle system;mfsbshy hypothalamus related;poc preoptic commissure;;;;;;
1302;3302;204;204;204;#CCCCCC;sup;fiber_tracts fiber tracts;mfbs medial forebrain bundle system;mfsbshy hypothalamus related;sup supraoptic commissures;;;;;;
1303;3303;204;204;204;#CCCCCC;supa;fiber_tracts fiber tracts;mfbs medial forebrain bundle system;mfsbshy hypothalamus related;sup supraoptic commissures;supa supraoptic commissures, anterior;;;;;
1304;3304;204;204;204;#CCCCCC;supd;fiber_tracts fiber tracts;mfbs medial forebrain bundle system;mfsbshy hypothalamus related;sup supraoptic commissures;supd supraoptic commissures, dorsal;;;;;
1305;3305;204;204;204;#CCCCCC;supv;fiber_tracts fiber tracts;mfbs medial forebrain bundle system;mfsbshy hypothalamus related;sup supraoptic commissures;supv supraoptic commissures, ventral;;;;;
1257;3257;204;204;204;#CCCCCC;pmx;fiber_tracts fiber tracts;mfbs medial forebrain bundle system;mfsbshy hypothalamus related;pmx premammillary commissure;;;;;;
1289;3289;204;204;204;#CCCCCC;smd;fiber_tracts fiber tracts;mfbs medial forebrain bundle system;mfsbshy hypothalamus related;smd supramammillary decussation;;;;;;
1249;3249;204;204;204;#CCCCCC;php;fiber_tracts fiber tracts;mfbs medial forebrain bundle system;mfsbshy hypothalamus related;php propriohypothalamic pathways;;;;;;
1250;3250;204;204;204;#CCCCCC;phpd;fiber_tracts fiber tracts;mfbs medial forebrain bundle system;mfsbshy hypothalamus related;php propriohypothalamic pathways;phpd propriohypothalamic pathways, dorsal;;;;;
1251;3251;204;204;204;#CCCCCC;phpl;fiber_tracts fiber tracts;mfbs medial forebrain bundle system;mfsbshy hypothalamus related;php propriohypothalamic pathways;phpl propriohypothalamic pathways, lateral;;;;;
1252;3252;204;204;204;#CCCCCC;phpm;fiber_tracts fiber tracts;mfbs medial forebrain bundle system;mfsbshy hypothalamus related;php propriohypothalamic pathways;phpm propriohypothalamic pathways, medial;;;;;
1253;3253;204;204;204;#CCCCCC;phpv;fiber_tracts fiber tracts;mfbs medial forebrain bundle system;mfsbshy hypothalamus related;php propriohypothalamic pathways;phpv propriohypothalamic pathways, ventral;;;;;
1263;3263;204;204;204;#CCCCCC;pvbh;fiber_tracts fiber tracts;mfbs medial forebrain bundle system;mfsbshy hypothalamus related;pvbh periventricular bundle of the hypothalamus;;;;;;
1224;3224;204;204;204;#CCCCCC;mfbsma;fiber_tracts fiber tracts;mfbs medial forebrain bundle system;mfsbshy hypothalamus related;pvbh periventricular bundle of the hypothalamus;mfbsma mammillary related;;;;;
1255;3255;204;204;204;#CCCCCC;pm;fiber_tracts fiber tracts;mfbs medial forebrain bundle system;mfsbshy hypothalamus related;pvbh periventricular bundle of the hypothalamus;pm principal mammillary tract;;;;;
1234;3234;204;204;204;#CCCCCC;mtt;fiber_tracts fiber tracts;mfbs medial forebrain bundle system;mfsbshy hypothalamus related;pvbh periventricular bundle of the hypothalamus;mtt mammillothalamic tract;;;;;
1233;3233;204;204;204;#CCCCCC;mtg;fiber_tracts fiber tracts;mfbs medial forebrain bundle system;mfsbshy hypothalamus related;pvbh periventricular bundle of the hypothalamus;mtg mammillotegmental tract;;;;;
1230;3230;204;204;204;#CCCCCC;mp;fiber_tracts fiber tracts;mfbs medial forebrain bundle system;mfsbshy hypothalamus related;pvbh periventricular bundle of the hypothalamus;mp mammillary peduncle;;;;;
1225;3225;204;204;204;#CCCCCC;mfbst;fiber_tracts fiber tracts;mfbs medial forebrain bundle system;mfsbshy hypothalamus related;mfbst dorsal thalamus related;;;;;;
1264;3264;204;204;204;#CCCCCC;pvbt;fiber_tracts fiber tracts;mfbs medial forebrain bundle system;mfsbshy hypothalamus related;mfbst dorsal thalamus related;pvbt periventricular bundle of the thalamus;;;;;
1222;3222;204;204;204;#CCCCCC;mfbse;fiber_tracts fiber tracts;mfbs medial forebrain bundle system;mfsbshy hypothalamus related;mfbse epithalamus related;;;;;;
1288;3288;204;204;204;#CCCCCC;sm;fiber_tracts fiber tracts;mfbs medial forebrain bundle system;mfsbshy hypothalamus related;mfbse epithalamus related;sm stria medullaris;;;;;
1184;3184;204;204;204;#CCCCCC;fr;fiber_tracts fiber tracts;mfbs medial forebrain bundle system;mfsbshy hypothalamus related;mfbse epithalamus related;fr fasciculus retroflexus;;;;;
1195;3195;204;204;204;#CCCCCC;hbc;fiber_tracts fiber tracts;mfbs medial forebrain bundle system;mfsbshy hypothalamus related;mfbse epithalamus related;hbc habenular commissure;;;;;
654;2654;204;204;204;#CCCCCC;PIS;fiber_tracts fiber tracts;mfbs medial forebrain bundle system;mfsbshy hypothalamus related;mfbse epithalamus related;PIS pineal stalk;;;;;
1223;3223;204;204;204;#CCCCCC;mfbsm;fiber_tracts fiber tracts;mfbs medial forebrain bundle system;mfsbshy hypothalamus related;mfbsm midbrain related;;;;;;
1168;3168;204;204;204;#CCCCCC;dlf;fiber_tracts fiber tracts;mfbs medial forebrain bundle system;mfsbshy hypothalamus related;mfbsm midbrain related;dlf dorsal longitudinal fascicle;;;;;
1172;3172;204;204;204;#CCCCCC;dtt;fiber_tracts fiber tracts;mfbs medial forebrain bundle system;mfsbshy hypothalamus related;mfbsm midbrain related;dtt dorsal tegmental tract;;;;;
1107;3107;170;170;170;#AAAAAA;VS;VS ventricular systems;;;;;;;;;
1092;3092;170;170;170;#AAAAAA;VL;VS ventricular systems;VL lateral ventricle;;;;;;;;
748;2748;170;170;170;#AAAAAA;RC;VS ventricular systems;VL lateral ventricle;RC rhinocele;;;;;;;
800;2800;170;170;170;#AAAAAA;SEZ;VS ventricular systems;VL lateral ventricle;SEZ subependymal zone;;;;;;;
1145;3145;170;170;170;#AAAAAA;chfl;VS ventricular systems;VL lateral ventricle;chpl choroid plexus;;;;;;;
1146;3146;170;170;170;#AAAAAA;chpl;VS ventricular systems;VL lateral ventricle;chfl choroid fissure;;;;;;;
401;2401;170;170;170;#AAAAAA;IVF;VS ventricular systems;IVF interventricular foramen;;;;;;;;
961;2961;170;170;170;#AAAAAA;V3;VS ventricular systems;V3 third ventricle;;;;;;;;
82;2082;170;170;170;#AAAAAA;AQ;VS ventricular systems;AQ cerebral aqueduct;;;;;;;;
962;2962;170;170;170;#AAAAAA;V4;VS ventricular systems;V4 fourth ventricle;;;;;;;;
963;2963;170;170;170;#AAAAAA;V4r;VS ventricular systems;V4 fourth ventricle;V4r lateral recess;;;;;;;
1132;3132;170;170;170;#AAAAAA;c;VS ventricular systems;c central canal, spinal cord-medulla;;;;;;;;
1192;3192;170;170;170;#AAAAAA;grv;grv grooves;;;;;;;;;
1193;3193;170;170;170;#AAAAAA;grv_of_CBX;grv grooves;grv of CTX grooves of the cerebral cortex;;;;;;;;
